age,education,marital-status,relationship,race,gender,hours-per-week,income
30,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
19,7th-8th,Never-married,Not-in-family,White,Female,40,<=50K
23,HS-grad,Never-married,Own-child,White,Male,40,<=50K
27,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
20,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
39,Assoc-acdm,Married-civ-spouse,Husband,White,Male,52,<=50K
33,7th-8th,Married-civ-spouse,Husband,White,Male,45,<=50K
65,HS-grad,Married-civ-spouse,Husband,White,Male,24,<=50K
34,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
20,HS-grad,Never-married,Own-child,White,Female,25,<=50K
23,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
25,10th,Never-married,Own-child,White,Male,40,<=50K
28,Bachelors,Never-married,Not-in-family,White,Female,50,>50K
31,11th,Never-married,Own-child,White,Male,25,<=50K
28,Bachelors,Never-married,Own-child,White,Male,40,<=50K
37,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
52,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
66,Assoc-voc,Widowed,Unmarried,Black,Female,40,<=50K
31,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
37,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
45,Assoc-acdm,Divorced,Unmarried,White,Male,40,<=50K
44,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
32,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
53,11th,Divorced,Not-in-family,White,Male,40,<=50K
54,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
43,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Some-college,Never-married,Unmarried,White,Male,40,<=50K
49,Some-college,Divorced,Not-in-family,White,Male,50,<=50K
52,Doctorate,Married-civ-spouse,Husband,White,Male,57,>50K
20,Some-college,Never-married,Own-child,White,Female,4,<=50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
45,Assoc-acdm,Divorced,Own-child,White,Male,40,<=50K
48,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
61,Preschool,Married-civ-spouse,Husband,White,Male,40,>50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
27,HS-grad,Never-married,Not-in-family,White,Male,30,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,35,<=50K
33,5th-6th,Married-spouse-absent,Unmarried,Other,Male,20,<=50K
43,Masters,Divorced,Not-in-family,White,Female,50,>50K
36,HS-grad,Separated,Other-relative,White,Male,60,<=50K
38,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
24,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
22,10th,Never-married,Own-child,White,Male,40,<=50K
30,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
55,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
46,Preschool,Married-civ-spouse,Husband,White,Male,55,>50K
39,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Assoc-voc,Married-spouse-absent,Unmarried,White,Female,40,<=50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
23,HS-grad,Never-married,Own-child,White,Male,60,<=50K
43,Some-college,Divorced,Own-child,White,Female,72,<=50K
45,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
55,Bachelors,Married-civ-spouse,Other-relative,White,Male,40,<=50K
68,HS-grad,Married-civ-spouse,Husband,White,Male,8,<=50K
39,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
39,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
37,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
19,Some-college,Never-married,Own-child,White,Male,40,<=50K
20,11th,Never-married,Own-child,White,Male,20,<=50K
49,Assoc-voc,Married-spouse-absent,Unmarried,White,Female,40,<=50K
33,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
21,HS-grad,Never-married,Not-in-family,White,Male,35,<=50K
72,Bachelors,Married-civ-spouse,Husband,White,Male,3,<=50K
58,Masters,Widowed,Unmarried,White,Male,35,>50K
43,HS-grad,Never-married,Not-in-family,Black,Male,55,<=50K
62,11th,Separated,Not-in-family,Black,Female,21,<=50K
21,Some-college,Never-married,Own-child,White,Male,20,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
27,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Some-college,Married-civ-spouse,Husband,White,Male,38,>50K
49,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
28,HS-grad,Never-married,Other-relative,White,Female,40,<=50K
34,Bachelors,Married-civ-spouse,Husband,Black,Male,48,>50K
29,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
58,10th,Married-civ-spouse,Husband,White,Male,50,>50K
45,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
47,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
52,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
47,11th,Divorced,Unmarried,White,Female,15,<=50K
36,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
48,Bachelors,Married-civ-spouse,Husband,White,Male,65,>50K
35,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
49,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
43,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
33,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
49,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
17,10th,Never-married,Not-in-family,White,Male,20,<=50K
28,Some-college,Divorced,Not-in-family,White,Female,30,<=50K
25,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
69,9th,Married-civ-spouse,Husband,White,Male,20,<=50K
41,Assoc-voc,Divorced,Not-in-family,White,Male,60,<=50K
31,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
57,Masters,Divorced,Unmarried,White,Male,40,>50K
49,Some-college,Married-civ-spouse,Husband,White,Male,44,>50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
55,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
47,Some-college,Divorced,Not-in-family,White,Male,60,<=50K
50,12th,Divorced,Not-in-family,White,Male,40,<=50K
36,Bachelors,Never-married,Own-child,White,Male,50,<=50K
17,11th,Never-married,Own-child,White,Male,25,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
79,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
67,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
35,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
27,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
21,7th-8th,Never-married,Own-child,White,Male,40,<=50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
20,11th,Never-married,Other-relative,White,Male,40,<=50K
17,11th,Never-married,Own-child,White,Male,20,<=50K
40,Some-college,Divorced,Not-in-family,Black,Male,50,>50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
33,11th,Never-married,Own-child,White,Male,40,<=50K
55,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
55,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
47,HS-grad,Separated,Unmarried,Black,Female,40,<=50K
52,Masters,Married-civ-spouse,Husband,White,Male,60,>50K
29,Some-college,Never-married,Unmarried,White,Female,40,<=50K
36,5th-6th,Never-married,Not-in-family,White,Male,35,<=50K
37,Bachelors,Separated,Not-in-family,White,Male,70,<=50K
41,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,48,>50K
24,7th-8th,Married-civ-spouse,Husband,White,Male,50,<=50K
39,Bachelors,Never-married,Not-in-family,White,Female,60,<=50K
47,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
42,HS-grad,Divorced,Unmarried,White,Female,45,<=50K
39,HS-grad,Never-married,Own-child,White,Male,42,>50K
48,Bachelors,Divorced,Unmarried,White,Female,60,<=50K
47,Masters,Married-civ-spouse,Husband,Black,Male,50,>50K
27,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22,Assoc-voc,Never-married,Not-in-family,White,Female,30,<=50K
37,HS-grad,Separated,Not-in-family,White,Male,44,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
32,Preschool,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K
48,Masters,Divorced,Unmarried,White,Female,80,<=50K
46,HS-grad,Married-civ-spouse,Wife,White,Female,50,<=50K
51,HS-grad,Never-married,Not-in-family,Black,Female,38,<=50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,55,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
18,11th,Never-married,Own-child,White,Male,30,<=50K
45,HS-grad,Separated,Unmarried,Black,Female,40,<=50K
36,HS-grad,Never-married,Own-child,White,Male,40,<=50K
73,Some-college,Widowed,Unmarried,White,Female,10,<=50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
17,10th,Never-married,Own-child,White,Female,40,<=50K
29,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
31,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
20,Some-college,Never-married,Own-child,White,Male,10,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
37,Some-college,Separated,Other-relative,White,Female,40,<=50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,>50K
29,Masters,Married-civ-spouse,Husband,White,Male,55,>50K
20,Some-college,Never-married,Own-child,White,Female,40,<=50K
26,11th,Married-civ-spouse,Husband,White,Male,40,>50K
25,Bachelors,Never-married,Not-in-family,White,Male,30,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,80,>50K
18,12th,Never-married,Own-child,White,Female,24,<=50K
33,Some-college,Married-civ-spouse,Wife,White,Female,50,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
24,HS-grad,Never-married,Own-child,White,Female,30,<=50K
33,HS-grad,Married-civ-spouse,Own-child,White,Female,25,<=50K
23,HS-grad,Never-married,Own-child,Amer-Indian-Eskimo,Male,40,<=50K
20,10th,Never-married,Own-child,Black,Male,40,<=50K
36,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
37,Bachelors,Widowed,Not-in-family,White,Female,50,<=50K
24,Assoc-voc,Never-married,Own-child,White,Male,35,<=50K
38,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
50,Bachelors,Divorced,Unmarried,White,Female,45,<=50K
44,11th,Married-civ-spouse,Husband,White,Male,40,>50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
57,Some-college,Never-married,Not-in-family,Black,Female,40,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
44,HS-grad,Divorced,Not-in-family,White,Male,55,<=50K
21,Some-college,Never-married,Own-child,White,Female,30,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
32,Assoc-voc,Married-civ-spouse,Husband,White,Male,42,>50K
45,HS-grad,Married-spouse-absent,Unmarried,Black,Female,60,>50K
20,HS-grad,Never-married,Own-child,White,Male,40,<=50K
52,HS-grad,Separated,Not-in-family,White,Female,50,<=50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,25,<=50K
41,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
40,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
41,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
49,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
65,Some-college,Divorced,Unmarried,White,Female,40,<=50K
50,HS-grad,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,40,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
18,Some-college,Never-married,Own-child,White,Female,25,<=50K
47,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,30,>50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
17,11th,Never-married,Own-child,White,Female,40,<=50K
45,HS-grad,Married-civ-spouse,Husband,White,Male,32,>50K
73,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
48,10th,Married-civ-spouse,Husband,Black,Male,40,<=50K
64,HS-grad,Married-civ-spouse,Wife,White,Female,20,<=50K
38,Assoc-acdm,Never-married,Not-in-family,White,Male,60,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
62,HS-grad,Married-civ-spouse,Husband,Black,Male,72,>50K
26,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
46,Masters,Married-civ-spouse,Wife,White,Female,50,>50K
46,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
51,HS-grad,Divorced,Unmarried,White,Female,24,>50K
54,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
65,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Doctorate,Separated,Unmarried,White,Female,10,<=50K
60,HS-grad,Divorced,Not-in-family,White,Male,50,>50K
33,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
62,HS-grad,Widowed,Not-in-family,White,Female,20,<=50K
20,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
37,HS-grad,Never-married,Not-in-family,White,Female,35,>50K
66,Masters,Married-civ-spouse,Husband,White,Male,20,<=50K
32,Assoc-acdm,Never-married,Unmarried,White,Male,20,<=50K
29,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
70,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
74,HS-grad,Married-civ-spouse,Husband,White,Male,15,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
50,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
42,HS-grad,Never-married,Not-in-family,White,Male,60,>50K
26,Bachelors,Never-married,Not-in-family,White,Male,70,<=50K
27,Some-college,Never-married,Not-in-family,White,Male,40,>50K
58,HS-grad,Divorced,Not-in-family,White,Male,70,<=50K
30,Some-college,Separated,Not-in-family,White,Male,60,<=50K
32,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
66,HS-grad,Married-civ-spouse,Husband,White,Male,10,>50K
23,Some-college,Never-married,Own-child,White,Male,45,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,44,<=50K
50,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
17,11th,Never-married,Own-child,White,Female,40,<=50K
35,HS-grad,Divorced,Unmarried,White,Female,48,<=50K
31,HS-grad,Never-married,Not-in-family,White,Female,50,<=50K
30,11th,Never-married,Own-child,White,Male,49,<=50K
84,Some-college,Married-civ-spouse,Husband,White,Male,35,>50K
35,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
45,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
46,HS-grad,Never-married,Own-child,White,Male,40,<=50K
50,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
37,11th,Never-married,Not-in-family,White,Male,40,<=50K
32,HS-grad,Divorced,Own-child,White,Female,40,<=50K
53,Bachelors,Married-civ-spouse,Husband,White,Male,48,>50K
27,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
22,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,44,<=50K
38,Some-college,Married-civ-spouse,Wife,White,Female,35,<=50K
29,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
26,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,44,<=50K
34,Preschool,Never-married,Not-in-family,Asian-Pac-Islander,Female,40,<=50K
31,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
30,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Some-college,Never-married,Own-child,White,Male,40,<=50K
37,Masters,Divorced,Unmarried,White,Male,48,<=50K
32,HS-grad,Married-civ-spouse,Wife,White,Female,20,<=50K
36,Assoc-acdm,Divorced,Unmarried,White,Female,40,<=50K
54,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
78,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Some-college,Divorced,Unmarried,White,Female,50,<=50K
18,HS-grad,Never-married,Own-child,Amer-Indian-Eskimo,Female,20,<=50K
57,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
45,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
32,Some-college,Divorced,Unmarried,White,Female,40,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Assoc-acdm,Never-married,Not-in-family,White,Female,30,<=50K
70,Some-college,Divorced,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
40,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
40,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
20,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
24,Assoc-voc,Never-married,Not-in-family,White,Male,55,<=50K
28,Assoc-voc,Never-married,Own-child,Black,Female,40,<=50K
58,10th,Divorced,Not-in-family,Black,Male,50,<=50K
38,Bachelors,Divorced,Unmarried,Asian-Pac-Islander,Female,40,<=50K
59,Some-college,Widowed,Not-in-family,White,Female,40,<=50K
18,11th,Never-married,Own-child,White,Female,15,<=50K
40,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Masters,Married-civ-spouse,Husband,White,Male,50,<=50K
35,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,>50K
45,HS-grad,Married-spouse-absent,Not-in-family,White,Male,72,<=50K
62,Bachelors,Divorced,Not-in-family,White,Male,5,<=50K
24,HS-grad,Never-married,Unmarried,Black,Female,20,<=50K
22,Some-college,Never-married,Own-child,Black,Male,30,<=50K
23,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Some-college,Separated,Not-in-family,White,Male,60,>50K
28,Assoc-voc,Never-married,Own-child,White,Female,38,<=50K
51,11th,Married-civ-spouse,Husband,White,Male,30,>50K
44,Bachelors,Never-married,Own-child,White,Female,37,<=50K
73,1st-4th,Married-civ-spouse,Husband,White,Male,40,<=50K
24,HS-grad,Married-civ-spouse,Husband,Black,Male,35,<=50K
24,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
52,1st-4th,Married-civ-spouse,Husband,Other,Male,50,<=50K
43,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
67,12th,Married-civ-spouse,Husband,White,Male,20,<=50K
31,12th,Never-married,Not-in-family,Black,Male,40,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
43,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
31,7th-8th,Divorced,Other-relative,White,Male,70,<=50K
23,Some-college,Never-married,Own-child,Black,Male,20,<=50K
26,Bachelors,Never-married,Own-child,White,Male,40,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Some-college,Married-civ-spouse,Husband,White,Male,44,<=50K
55,Preschool,Divorced,Not-in-family,White,Female,39,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
34,Bachelors,Never-married,Not-in-family,White,Female,15,<=50K
29,HS-grad,Never-married,Own-child,Black,Female,60,<=50K
50,Bachelors,Divorced,Not-in-family,White,Female,8,<=50K
19,Some-college,Never-married,Own-child,White,Female,9,<=50K
63,Doctorate,Married-civ-spouse,Husband,White,Male,50,>50K
66,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,30,<=50K
65,Some-college,Widowed,Not-in-family,Asian-Pac-Islander,Female,6,<=50K
60,Assoc-voc,Divorced,Not-in-family,White,Male,20,<=50K
60,HS-grad,Divorced,Unmarried,White,Female,38,<=50K
19,HS-grad,Never-married,Own-child,White,Male,40,<=50K
26,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
75,Some-college,Married-civ-spouse,Husband,Black,Male,40,<=50K
58,Some-college,Widowed,Not-in-family,White,Female,20,<=50K
18,Some-college,Never-married,Not-in-family,White,Female,50,<=50K
65,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
26,Some-college,Never-married,Own-child,White,Male,40,<=50K
45,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
19,Some-college,Never-married,Own-child,White,Male,40,<=50K
29,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
52,Some-college,Married-civ-spouse,Wife,White,Female,52,>50K
23,Bachelors,Never-married,Own-child,White,Female,40,<=50K
21,HS-grad,Never-married,Own-child,White,Male,40,<=50K
48,HS-grad,Never-married,Own-child,White,Female,40,<=50K
59,Masters,Married-civ-spouse,Husband,White,Male,35,>50K
50,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
41,Bachelors,Never-married,Not-in-family,Black,Male,40,<=50K
32,HS-grad,Divorced,Unmarried,Black,Female,30,<=50K
40,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
19,HS-grad,Never-married,Not-in-family,White,Male,30,<=50K
30,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
42,HS-grad,Separated,Unmarried,White,Male,39,<=50K
23,Bachelors,Never-married,Own-child,White,Female,50,<=50K
37,HS-grad,Divorced,Not-in-family,White,Male,40,>50K
21,11th,Never-married,Not-in-family,White,Female,24,<=50K
28,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
50,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
20,Some-college,Never-married,Own-child,White,Male,25,<=50K
21,11th,Never-married,Not-in-family,White,Male,35,<=50K
21,Some-college,Never-married,Other-relative,White,Male,16,<=50K
45,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
53,Some-college,Divorced,Not-in-family,White,Male,50,>50K
41,HS-grad,Divorced,Own-child,White,Male,40,<=50K
48,Bachelors,Married-spouse-absent,Unmarried,Asian-Pac-Islander,Female,40,<=50K
73,HS-grad,Widowed,Not-in-family,White,Female,15,<=50K
34,Some-college,Separated,Unmarried,White,Female,40,<=50K
24,HS-grad,Never-married,Own-child,White,Female,40,<=50K
58,HS-grad,Never-married,Not-in-family,White,Female,16,<=50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
53,Preschool,Married-civ-spouse,Husband,White,Male,40,<=50K
40,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
28,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
32,Some-college,Married-civ-spouse,Husband,White,Male,47,<=50K
44,Some-college,Never-married,Not-in-family,Black,Male,45,<=50K
18,11th,Never-married,Other-relative,White,Female,40,<=50K
37,HS-grad,Separated,Unmarried,White,Female,40,<=50K
43,Assoc-acdm,Never-married,Not-in-family,Black,Female,45,<=50K
22,HS-grad,Never-married,Own-child,White,Female,40,<=50K
28,10th,Never-married,Other-relative,Black,Male,40,<=50K
51,Some-college,Divorced,Unmarried,White,Female,40,<=50K
63,HS-grad,Divorced,Not-in-family,White,Female,72,<=50K
29,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
44,Bachelors,Married-civ-spouse,Husband,White,Male,48,>50K
44,7th-8th,Separated,Unmarried,White,Female,38,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
62,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
31,HS-grad,Married-civ-spouse,Husband,White,Male,52,<=50K
20,HS-grad,Never-married,Own-child,White,Male,30,<=50K
48,10th,Divorced,Unmarried,White,Female,32,<=50K
24,Some-college,Never-married,Not-in-family,White,Female,50,<=50K
56,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Some-college,Married-civ-spouse,Husband,White,Male,35,<=50K
29,HS-grad,Never-married,Own-child,White,Male,40,<=50K
34,Preschool,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,>50K
39,Some-college,Never-married,Own-child,Black,Male,40,<=50K
29,Some-college,Never-married,Not-in-family,Black,Male,45,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
23,9th,Never-married,Own-child,Asian-Pac-Islander,Male,20,<=50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Some-college,Divorced,Unmarried,White,Female,30,<=50K
58,Some-college,Married-civ-spouse,Wife,White,Female,36,<=50K
42,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
59,HS-grad,Widowed,Not-in-family,White,Female,19,<=50K
45,HS-grad,Married-civ-spouse,Husband,Black,Male,40,>50K
46,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Masters,Never-married,Not-in-family,White,Female,37,<=50K
41,HS-grad,Divorced,Not-in-family,White,Male,55,<=50K
49,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
31,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
22,Assoc-acdm,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,6,<=50K
22,HS-grad,Divorced,Own-child,White,Female,33,<=50K
17,11th,Never-married,Own-child,White,Female,20,<=50K
47,Doctorate,Married-civ-spouse,Husband,White,Male,50,>50K
17,10th,Never-married,Other-relative,White,Male,15,<=50K
39,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
23,Some-college,Never-married,Own-child,White,Male,20,<=50K
41,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
36,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
21,HS-grad,Never-married,Not-in-family,White,Female,30,<=50K
33,10th,Divorced,Not-in-family,White,Female,36,<=50K
17,11th,Never-married,Own-child,White,Female,35,<=50K
41,HS-grad,Never-married,Not-in-family,White,Male,44,<=50K
19,HS-grad,Never-married,Own-child,White,Female,35,<=50K
38,HS-grad,Never-married,Not-in-family,White,Male,45,>50K
24,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
38,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
19,Some-college,Never-married,Own-child,White,Female,15,<=50K
31,Assoc-acdm,Never-married,Own-child,White,Female,25,<=50K
42,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
